species	ind	date	jday	julian	total	new	senesced
arbicolum	arb2	2014-06-01	152	14152	101	1	0
arbicolum	arb2	2014-06-21	172	14172	101	0	0
arbicolum	arb2	2014-08-17	229	14229	87	4	18
arbicolum	arb2	2014-10-04	277	14277	86	0	1
arbicolum	arb2	2014-11-03	307	14307	86	0	0
arbicolum	arb2	2014-11-22	326	14326	85	0	1
arbicolum	arb2	2014-12-27	361	14361	80	0	5
arbicolum	arb2	2015-02-02	33	15033	77	0	3
arbicolum	arb2	2015-02-28	59	15059	77	0	0
arbicolum	arb2	2015-03-29	88	15088	112	36	1
arbicolum	arb2	2015-04-26	116	15116	126	14	0
arbicolum	arb2	2015-06-02	153	15153	128	2	0
arbicolum	arb3	2013-05-02	122	13122	13	0	0
arbicolum	arb3	2013-06-02	153	13153	22	9	0
arbicolum	arb3	2013-07-07	188	13188	32	10	0
arbicolum	arb3	2013-08-09	221	13221	32	0	0
arbicolum	arb3	2013-09-14	257	13257	32	0	0
arbicolum	arb3	2013-10-12	285	13285	32	0	0
arbicolum	arb3	2013-11-09	313	13313	32	0	0
arbicolum	arb3	2013-12-28	362	13362	32	0	0
arbicolum	arb3	2014-03-09	68	14068	26	0	6
arbicolum	arb3	2014-03-22	81	14081	26	0	0
arbicolum	arb3	2014-04-13	103	14103	22	0	4
arbicolum	arb3	2014-04-26	116	14116	22	0	0
arbicolum	arb3	2014-05-17	137	14137	22	0	0
arbicolum	arb3	2014-06-01	152	14152	22	0	0
arbicolum	arb3	2014-06-21	172	14172	30	8	0
arbicolum	arb3	2014-08-17	229	14229	30	0	0
arbicolum	arb3	2014-10-04	277	14277	24	0	6
arbicolum	arb3	2014-11-03	307	14307	24	0	0
arbicolum	arb3	2014-11-22	326	14326	24	0	0
arbicolum	arb3	2014-12-27	361	14361	21	0	3
arbicolum	arb3	2015-02-02	33	15033	20	0	1
arbicolum	arb3	2015-02-28	59	15059	20	0	0
arbicolum	arb3	2015-03-29	88	15088	13	0	7
arbicolum	arb3	2015-04-26	116	15116	11	0	2
arbicolum	arb3	2015-06-02	153	15153	5	2	8
arbicolum	arb4	2013-05-02	122	13122	21	0	0
arbicolum	arb4	2013-06-02	153	13153	44	23	0
arbicolum	arb4	2013-07-07	188	13188	51	7	0
arbicolum	arb4	2013-08-09	221	13221	51	0	0
arbicolum	arb4	2013-09-14	257	13257	55	4	0
arbicolum	arb4	2013-10-12	285	13285	55	0	0
arbicolum	arb4	2013-11-09	313	13313	55	0	0
arbicolum	arb4	2013-12-28	362	13362	55	0	0
arbicolum	arb4	2014-03-09	68	14068	54	0	1
arbicolum	arb4	2014-03-22	81	14081	53	0	1
arbicolum	arb4	2014-04-13	103	14103	51	0	2
arbicolum	arb4	2014-04-26	116	14116	51	0	0
arbicolum	arb4	2014-05-17	137	14137	81	30	0
arbicolum	arb4	2014-06-01	152	14152	100	23	4
arbicolum	arb4	2014-06-21	172	14172	102	2	0
arbicolum	arb4	2014-08-17	229	14229	89	4	17
arbicolum	arb4	2014-10-04	277	14277	113	17	3
arbicolum	arb4	2014-11-03	307	14307	113	0	0
arbicolum	arb4	2014-11-22	326	14326	113	0	0
arbicolum	arb4	2014-12-27	361	14361	112	0	1
arbicolum	arb4	2015-02-02	33	15033	112	0	0
arbicolum	arb4	2015-02-28	59	15059	112	0	0
arbicolum	arb4	2015-03-29	88	15088	112	0	0
arbicolum	arb4	2015-04-26	116	15116	112	0	0
arbicolum	arb4	2015-06-02	153	15153	112	0	0
odoratissimum	odo1	2013-06-06	157	13157	36	0	0
odoratissimum	odo1	2013-07-04	185	13185	32	0	4
odoratissimum	odo1	2013-08-08	220	13220	34	2	0
odoratissimum	odo1	2013-09-12	255	13255	45	11	0
odoratissimum	odo1	2013-10-10	283	13283	45	0	0
odoratissimum	odo1	2013-11-07	311	13311	53	8	0
odoratissimum	odo1	2013-12-26	360	13360	67	17	3
odoratissimum	odo1	2014-01-16	16	14016	67	0	0
odoratissimum	odo1	2014-02-13	44	14044	74	7	0
odoratissimum	odo1	2014-03-06	65	14065	68	0	6
odoratissimum	odo1	2014-03-20	79	14079	72	4	0
odoratissimum	odo1	2014-04-10	100	14100	74	2	0
odoratissimum	odo1	2014-04-24	114	14114	71	0	3
odoratissimum	odo1	2014-05-15	135	14135	66	0	5
odoratissimum	odo1	2014-06-05	156	14156	64	0	2
odoratissimum	odo1	2014-06-26	177	14177	63	0	1
odoratissimum	odo1	2014-08-14	226	14226	63	2	2
odoratissimum	odo1	2014-10-02	275	14275	68	7	2
odoratissimum	odo1	2014-11-06	310	14310	95	34	7
odoratissimum	odo1	2014-11-20	324	14324	86	0	9
odoratissimum	odo1	2015-01-01	1	15001	103	23	6
odoratissimum	odo2	2013-06-06	157	13157	38	0	0
odoratissimum	odo2	2013-07-04	185	13185	37	0	1
odoratissimum	odo2	2013-08-08	220	13220	37	0	0
odoratissimum	odo2	2013-09-12	255	13255	43	6	0
odoratissimum	odo2	2013-10-10	283	13283	45	2	0
odoratissimum	odo2	2013-11-07	311	13311	56	11	0
odoratissimum	odo2	2013-12-26	360	13360	60	10	6
odoratissimum	odo2	2014-01-16	16	14016	60	0	0
odoratissimum	odo2	2014-02-13	44	14044	71	11	0
odoratissimum	odo2	2014-03-06	65	14065	62	0	9
odoratissimum	odo2	2014-03-20	79	14079	64	2	0
odoratissimum	odo2	2014-04-10	100	14100	65	1	0
odoratissimum	odo2	2014-04-24	114	14114	65	0	0
odoratissimum	odo2	2014-05-15	135	14135	63	0	2
odoratissimum	odo2	2014-06-05	156	14156	63	0	0
odoratissimum	odo2	2014-06-26	177	14177	63	0	0
odoratissimum	odo2	2014-08-14	226	14226	58	0	5
odoratissimum	odo2	2014-10-02	275	14275	52	0	6
odoratissimum	odo2	2014-11-06	310	14310	111	60	1
odoratissimum	odo2	2014-11-20	324	14324	100	0	1
odoratissimum	odo2	2015-01-01	1	15001	90	0	10
