species	ind	date	jday	julian	total	new	senesced
dilatatum	dial5	2014-10-14	287	14287	80	0	9
dilatatum	dial5	2014-10-28	301	14301	66	0	14
dilatatum	dial5	2014-11-14	318	14318	42	0	24
dilatatum	dial5	2014-12-10	344	14344	6	0	36
dilatatum	dial5	2014-12-27	361	14361	0	0	6
erosum	ero1	2013-05-06	126	13126	37	0	0
erosum	ero1	2013-06-06	157	13157	37	0	0
erosum	ero1	2013-07-17	198	13198	37	0	0
erosum	ero1	2013-08-20	232	13232	37	0	0
erosum	ero1	2013-09-20	263	13263	32	0	5
erosum	ero1	2013-10-17	290	13290	32	0	0
erosum	ero1	2013-11-27	331	13331	32	0	0
erosum	ero1	2013-12-19	353	13353	0	0	32
erosum	ero1	2014-01-29	29	14029	0	0	0
erosum	ero1	2014-02-19	50	14050	0	0	0
erosum	ero1	2014-03-19	78	14078	6	6	0
erosum	ero1	2014-03-26	85	14085	46	40	0
erosum	ero1	2014-04-09	99	14099	50	4	0
erosum	ero1	2014-04-22	112	14112	50	0	0
erosum	ero1	2014-06-13	164	14164	51	1	0
erosum	ero1	2014-07-29	210	14210	50	0	1
erosum	ero1	2014-08-24	236	14236	50	0	0
erosum	ero1	2014-09-23	266	14266	50	0	0
erosum	ero1	2014-10-28	301	14301	50	0	0
erosum	ero1	2014-11-18	322	14322	50	0	0
erosum	ero2	2013-05-06	126	13126	26	0	0
erosum	ero2	2013-06-06	157	13157	36	10	0
erosum	ero2	2013-07-17	198	13198	36	0	0
erosum	ero2	2013-08-20	232	13232	36	0	0
erosum	ero2	2013-09-20	263	13263	36	0	0
erosum	ero2	2013-10-17	290	13290	36	0	0
erosum	ero2	2013-11-27	331	13331	35	0	1
erosum	ero2	2013-12-19	353	13353	24	0	11
erosum	ero2	2014-01-29	29	14029	0	0	24
erosum	ero2	2014-02-19	50	14050	0	0	0
erosum	ero2	2014-03-19	78	14078	61	61	0
erosum	ero2	2014-03-26	85	14085	71	10	0
erosum	ero2	2014-04-09	99	14099	71	0	0
erosum	ero2	2014-04-22	112	14112	71	0	0
erosum	ero2	2014-06-13	164	14164	70	0	1
erosum	ero2	2014-07-29	210	14210	70	0	0
erosum	ero2	2014-08-24	236	14236	70	0	0
erosum	ero2	2014-09-23	266	14266	70	0	0
erosum	ero2	2014-10-28	301	14301	70	0	0
erosum	ero2	2014-11-18	322	14322	70	0	0
erosum	ero3	2013-05-06	126	13126	34	0	0
erosum	ero3	2013-06-06	157	13157	34	0	0
erosum	ero3	2013-07-17	198	13198	34	0	0
erosum	ero3	2013-08-20	232	13232	34	0	0
erosum	ero3	2013-09-20	263	13263	27	0	7
erosum	ero3	2013-10-17	290	13290	27	0	0
erosum	ero3	2013-11-27	331	13331	22	0	5
erosum	ero3	2013-12-19	353	13353	0	0	22
erosum	ero3	2014-01-29	29	14029	0	0	0
erosum	ero3	2014-02-19	50	14050	0	0	0
erosum	ero3	2014-03-19	78	14078	6	6	0
erosum	ero3	2014-03-26	85	14085	40	34	0
erosum	ero3	2014-04-09	99	14099	50	10	0
erosum	ero3	2014-04-22	112	14112	52	2	0
erosum	ero3	2014-06-13	164	14164	56	4	0
erosum	ero3	2014-07-29	210	14210	51	0	5
erosum	ero3	2014-08-24	236	14236	44	0	7
erosum	ero3	2014-09-23	266	14266	40	0	4
erosum	ero3	2014-10-28	301	14301	36	0	4
erosum	ero3	2014-11-18	322	14322	30	0	6
erosum	ero4	2013-05-06	126	13126	32	0	0
erosum	ero4	2013-06-06	157	13157	34	2	0
erosum	ero4	2013-07-17	198	13198	34	0	0
erosum	ero4	2013-08-20	232	13232	34	0	0
erosum	ero4	2013-09-20	263	13263	28	0	6
erosum	ero4	2013-10-17	290	13290	24	0	4
erosum	ero4	2013-11-27	331	13331	11	0	13
erosum	ero4	2013-12-19	353	13353	2	0	9
erosum	ero4	2014-01-29	29	14029	0	0	2
erosum	ero4	2014-02-19	50	14050	0	0	0
erosum	ero4	2014-03-19	78	14078	12	12	0
erosum	ero4	2014-03-26	85	14085	22	10	0
erosum	ero4	2014-04-09	99	14099	44	22	0
erosum	ero4	2014-04-22	112	14112	50	6	0
erosum	ero4	2014-06-13	164	14164	48	0	2
erosum	ero4	2014-07-29	210	14210	48	0	0
erosum	ero4	2014-08-24	236	14236	42	0	6
erosum	ero4	2014-09-23	266	14266	40	0	2
erosum	ero4	2014-10-28	301	14301	21	0	19
erosum	ero4	2014-11-18	322	14322	14	0	7
furcatum	fur5	2013-05-14	134	13134	41	0	0
furcatum	fur5	2013-06-14	165	13165	49	8	0
furcatum	fur5	2013-07-31	212	13212	51	2	0
furcatum	fur5	2013-09-06	249	13249	49	0	2
furcatum	fur5	2013-10-06	279	13279	49	0	0
furcatum	fur5	2013-11-08	312	13312	37	0	12
furcatum	fur5	2013-12-08	342	13342	0	0	37
furcatum	fur5	2014-01-08	8	14008	0	0	0
furcatum	fur5	2014-02-08	39	14039	0	0	0
furcatum	fur5	2014-03-31	90	14090	0	0	0
furcatum	fur5	2014-04-12	102	14102	12	12	0
furcatum	fur5	2014-04-27	117	14117	42	30	0
furcatum	fur5	2014-05-17	137	14137	55	13	0
furcatum	fur5	2014-06-19	170	14170	59	4	0
furcatum	fur5	2014-07-25	206	14206	59	0	0
furcatum	fur5	2014-08-27	239	14239	59	0	0
furcatum	fur5	2014-09-18	261	14261	56	0	3
furcatum	fur5	2014-10-15	288	14288	51	0	5
furcatum	fur5	2014-10-29	302	14302	47	0	4
furcatum	fur5	2014-11-13	317	14317	18	0	29
furcatum	fur5	2014-11-27	331	14331	0	0	18
furcatum	fur6	2013-05-14	134	13134	10	0	0
furcatum	fur6	2013-06-14	165	13165	16	6	0
furcatum	fur6	2013-07-31	212	13212	16	0	0
furcatum	fur6	2013-09-06	249	13249	16	0	0
furcatum	fur6	2013-10-06	279	13279	16	0	0
furcatum	fur6	2013-11-08	312	13312	0	0	16
furcatum	fur6	2013-12-08	342	13342	0	0	0
furcatum	fur6	2014-01-08	8	14008	0	0	0
furcatum	fur6	2014-02-08	39	14039	0	0	0
furcatum	fur6	2014-03-31	90	14090	0	0	0
furcatum	fur6	2014-04-12	102	14102	2	2	0
furcatum	fur6	2014-04-27	117	14117	16	14	0
furcatum	fur6	2014-05-17	137	14137	16	0	0
furcatum	fur6	2014-06-19	170	14170	23	7	0
furcatum	fur6	2014-07-25	206	14206	23	0	0
furcatum	fur6	2014-08-27	239	14239	23	0	0
furcatum	fur6	2014-09-18	261	14261	23	0	0
furcatum	fur6	2014-10-15	288	14288	15	0	8
furcatum	fur6	2014-10-29	302	14302	1	0	14
furcatum	fur6	2014-11-13	317	14317	0	0	1
furcatum	fur6	2014-11-27	331	14331	0	0	0
furcatum	fur7	2013-05-14	134	13134	39	0	0
furcatum	fur7	2013-06-14	165	13165	49	10	0
furcatum	fur7	2013-07-31	212	13212	51	2	0
furcatum	fur7	2013-09-06	249	13249	51	0	0
furcatum	fur7	2013-10-06	279	13279	44	0	7
furcatum	fur7	2013-11-08	312	13312	2	0	42
furcatum	fur7	2013-12-08	342	13342	0	0	2
furcatum	fur7	2014-01-08	8	14008	0	0	0
furcatum	fur7	2014-02-08	39	14039	0	0	0
furcatum	fur7	2014-03-31	90	14090	0	0	0
furcatum	fur7	2014-04-12	102	14102	0	0	0
furcatum	fur7	2014-04-27	117	14117	50	50	0
furcatum	fur7	2014-05-17	137	14137	58	8	0
furcatum	fur7	2014-06-19	170	14170	62	4	0
furcatum	fur7	2014-07-25	206	14206	64	2	0
furcatum	fur7	2014-08-27	239	14239	63	0	1
furcatum	fur7	2014-09-18	261	14261	56	0	7
furcatum	fur7	2014-10-15	288	14288	21	0	35
furcatum	fur7	2014-10-29	302	14302	13	0	8
furcatum	fur7	2014-11-13	317	14317	0	0	13
furcatum	fur7	2014-11-27	331	14331	0	0	0
furcatum	fur8	2013-05-14	134	13134	22	0	0
furcatum	fur8	2013-06-14	165	13165	30	8	0
furcatum	fur8	2013-07-31	212	13212	32	2	0
furcatum	fur8	2013-09-06	249	13249	32	0	0
furcatum	fur8	2013-10-06	279	13279	30	0	2
furcatum	fur8	2013-11-08	312	13312	20	0	10
furcatum	fur8	2013-12-08	342	13342	0	0	20
furcatum	fur8	2014-01-08	8	14008	0	0	0
furcatum	fur8	2014-02-08	39	14039	0	0	0
furcatum	fur8	2014-03-31	90	14090	0	0	0
furcatum	fur8	2014-04-12	102	14102	0	0	0
furcatum	fur8	2014-04-27	117	14117	28	28	0
furcatum	fur8	2014-05-17	137	14137	36	8	0
furcatum	fur8	2014-06-19	170	14170	41	5	0
furcatum	fur8	2014-07-25	206	14206	45	4	0
furcatum	fur8	2014-08-27	239	14239	44	0	1
furcatum	fur8	2014-09-18	261	14261	43	0	1
furcatum	fur8	2014-10-15	288	14288	38	0	5
furcatum	fur8	2014-10-29	302	14302	33	0	5
furcatum	fur8	2014-11-13	317	14317	0	0	33
furcatum	fur8	2014-11-27	331	14331	0	0	0
integrifolium	int1	2013-05-02	122	13122	25	0	0
integrifolium	int1	2013-06-02	153	13153	35	10	0
integrifolium	int1	2013-07-07	188	13188	35	0	0
integrifolium	int1	2013-08-09	221	13221	35	0	0
integrifolium	int1	2013-09-14	257	13257	35	0	0
integrifolium	int1	2013-10-12	285	13285	35	0	0
integrifolium	int1	2013-11-09	313	13313	35	0	0
integrifolium	int1	2013-12-28	362	13362	35	0	0
integrifolium	int1	2014-03-09	68	14068	30	0	5
integrifolium	int1	2014-03-22	81	14081	30	0	0
integrifolium	int1	2014-04-13	103	14103	42	12	0
integrifolium	int1	2014-04-26	116	14116	43	2	1
integrifolium	int1	2014-05-17	137	14137	36	0	7
integrifolium	int1	2014-06-01	152	14152	36	0	0
integrifolium	int1	2014-06-21	172	14172	36	0	0
integrifolium	int1	2014-08-17	229	14229	36	0	0
integrifolium	int1	2014-10-04	277	14277	30	0	6
integrifolium	int1	2014-11-03	307	14307	29	0	1
integrifolium	int1	2014-11-22	326	14326	29	0	0
integrifolium	int1	2014-12-27	361	14361	25	0	4
integrifolium	int1	2015-02-02	33	15033	25	0	0
integrifolium	int1	2015-02-28	59	15059	25	0	0
integrifolium	int1	2015-03-29	88	15088	25	0	0
integrifolium	int1	2015-04-26	116	15116	31	6	0
integrifolium	int1	2015-06-02	153	15153	25	0	6
integrifolium	int2	2013-05-02	122	13122	30	0	0
integrifolium	int2	2013-06-02	153	13153	39	9	0
integrifolium	int2	2013-07-07	188	13188	39	0	0
integrifolium	int2	2013-08-09	221	13221	39	0	0
integrifolium	int2	2013-09-14	257	13257	39	0	0
integrifolium	int2	2013-10-12	285	13285	39	0	0
integrifolium	int2	2013-11-09	313	13313	39	0	0
integrifolium	int2	2013-12-28	362	13362	39	0	0
integrifolium	int2	2014-03-09	68	14068	23	0	16
integrifolium	int2	2014-03-22	81	14081	23	0	0
integrifolium	int2	2014-04-13	103	14103	29	6	0
integrifolium	int2	2014-04-26	116	14116	42	13	0
integrifolium	int2	2014-05-17	137	14137	40	0	2
integrifolium	int2	2014-06-01	152	14152	40	0	0
integrifolium	int2	2014-06-21	172	14172	42	2	0
integrifolium	int2	2014-08-17	229	14229	39	0	3
integrifolium	int2	2014-10-04	277	14277	38	0	1
integrifolium	int2	2014-11-03	307	14307	36	0	2
integrifolium	int2	2014-11-22	326	14326	36	0	0
integrifolium	int2	2014-12-27	361	14361	34	0	2
integrifolium	int2	2015-02-02	33	15033	34	0	0
integrifolium	int2	2015-02-28	59	15059	33	0	1
integrifolium	int2	2015-03-29	88	15088	35	2	0
integrifolium	int2	2015-04-26	116	15116	38	3	0
integrifolium	int2	2015-06-02	153	15153	36	0	2
integrifolium	int3	2013-05-02	122	13122	21	0	0
integrifolium	int3	2013-06-02	153	13153	37	16	0
integrifolium	int3	2013-07-07	188	13188	37	0	0
integrifolium	int3	2013-08-09	221	13221	37	0	0
integrifolium	int3	2013-09-14	257	13257	37	0	0
integrifolium	int3	2013-10-12	285	13285	37	0	0
integrifolium	int3	2013-11-09	313	13313	37	0	0
integrifolium	int3	2013-12-28	362	13362	37	0	0
integrifolium	int3	2014-03-09	68	14068	21	0	16
integrifolium	int3	2014-03-22	81	14081	21	0	0
integrifolium	int3	2014-04-13	103	14103	38	17	0
integrifolium	int3	2014-04-26	116	14116	38	0	0
integrifolium	int3	2014-05-17	137	14137	39	2	1
integrifolium	int3	2014-06-01	152	14152	38	0	1
integrifolium	int3	2014-06-21	172	14172	38	0	0
integrifolium	int3	2014-08-17	229	14229	32	0	6
integrifolium	int3	2014-10-04	277	14277	29	0	3
integrifolium	int3	2014-11-03	307	14307	27	0	2
integrifolium	int3	2014-11-22	326	14326	25	0	2
integrifolium	int3	2014-12-27	361	14361	24	0	1
integrifolium	int3	2015-02-02	33	15033	24	0	0
integrifolium	int3	2015-02-28	59	15059	24	0	0
integrifolium	int3	2015-03-29	88	15088	24	0	0
integrifolium	int3	2015-04-26	116	15116	34	10	0
integrifolium	int3	2015-06-02	153	15153	32	0	2
integrifolium	int4	2013-05-02	122	13122	13	0	0
integrifolium	int4	2013-06-02	153	13153	21	8	0
integrifolium	int4	2013-07-07	188	13188	21	0	0
integrifolium	int4	2013-08-09	221	13221	21	0	0
integrifolium	int4	2013-09-14	257	13257	21	0	0
integrifolium	int4	2013-10-12	285	13285	21	0	0
integrifolium	int4	2013-11-09	313	13313	21	0	0
integrifolium	int4	2013-12-28	362	13362	21	0	0
integrifolium	int4	2014-03-09	68	14068	17	0	4
integrifolium	int4	2014-03-22	81	14081	17	0	0
integrifolium	int4	2014-04-13	103	14103	25	8	0
integrifolium	int4	2014-04-26	116	14116	31	6	0
integrifolium	int4	2014-05-17	137	14137	37	6	0
integrifolium	int4	2014-06-01	152	14152	37	0	0
integrifolium	int4	2014-06-21	172	14172	37	0	0
integrifolium	int4	2014-08-17	229	14229	27	0	10
integrifolium	int4	2014-10-04	277	14277	26	0	1
integrifolium	int4	2014-11-03	307	14307	26	0	0
integrifolium	int4	2014-11-22	326	14326	26	0	0
integrifolium	int4	2014-12-27	361	14361	25	0	1
integrifolium	int4	2015-02-02	33	15033	25	0	0
integrifolium	int4	2015-02-28	59	15059	25	0	0
integrifolium	int4	2015-03-29	88	15088	25	0	0
integrifolium	int4	2015-04-26	116	15116	32	7	0
integrifolium	int4	2015-06-02	153	15153	41	9	0
japonicum	jap1	2013-05-06	126	13126	26	0	0
japonicum	jap1	2013-06-06	157	13157	26	0	0
japonicum	jap1	2013-07-17	198	13198	26	0	0
japonicum	jap1	2013-08-20	232	13232	26	0	0
japonicum	jap1	2013-09-20	263	13263	26	0	0
japonicum	jap1	2013-10-17	290	13290	26	0	0
japonicum	jap1	2013-11-27	331	13331	26	0	0
japonicum	jap1	2013-12-19	353	13353	26	0	0
japonicum	jap1	2014-01-29	29	14029	8	0	18
japonicum	jap1	2014-02-19	50	14050	8	0	0
japonicum	jap1	2014-03-19	78	14078	44	36	0
japonicum	jap1	2014-03-26	85	14085	46	2	0
japonicum	jap1	2014-04-09	99	14099	47	1	0
japonicum	jap1	2014-04-22	112	14112	44	0	3
japonicum	jap1	2014-06-13	164	14164	45	1	0
japonicum	jap1	2014-07-29	210	14210	45	0	0
japonicum	jap1	2014-08-24	236	14236	45	0	0
japonicum	jap1	2014-09-23	266	14266	45	0	0
japonicum	jap1	2014-10-28	301	14301	44	0	1
japonicum	jap1	2014-11-18	322	14322	44	0	0
japonicum	jap2	2013-05-06	126	13126	22	0	0
japonicum	jap2	2013-06-06	157	13157	22	0	0
japonicum	jap2	2013-07-17	198	13198	21	0	1
japonicum	jap2	2013-08-20	232	13232	20	0	1
japonicum	jap2	2013-09-20	263	13263	20	0	0
japonicum	jap2	2013-10-17	290	13290	19	0	1
japonicum	jap2	2013-11-27	331	13331	17	0	2
japonicum	jap2	2013-12-19	353	13353	14	0	3
japonicum	jap2	2014-01-29	29	14029	9	0	5
japonicum	jap2	2014-02-19	50	14050	9	0	0
japonicum	jap2	2014-03-19	78	14078	31	22	0
japonicum	jap2	2014-03-26	85	14085	31	0	0
japonicum	jap2	2014-04-09	99	14099	29	0	2
japonicum	jap2	2014-04-22	112	14112	28	0	1
japonicum	jap2	2014-06-13	164	14164	25	0	3
japonicum	jap2	2014-07-29	210	14210	23	0	2
japonicum	jap2	2014-08-24	236	14236	21	0	2
japonicum	jap2	2014-09-23	266	14266	20	0	1
japonicum	jap2	2014-10-28	301	14301	19	0	1
japonicum	jap2	2014-11-18	322	14322	19	0	0
japonicum	jap3	2013-05-06	126	13126	28	0	0
japonicum	jap3	2013-06-06	157	13157	28	0	0
japonicum	jap3	2013-07-17	198	13198	28	0	0
japonicum	jap3	2013-08-20	232	13232	27	0	1
japonicum	jap3	2013-09-20	263	13263	27	0	0
japonicum	jap3	2013-10-17	290	13290	26	0	1
japonicum	jap3	2013-11-27	331	13331	26	0	0
japonicum	jap3	2013-12-19	353	13353	26	0	0
japonicum	jap3	2014-01-29	29	14029	24	0	2
japonicum	jap3	2014-02-19	50	14050	23	0	1
japonicum	jap3	2014-03-19	78	14078	53	30	0
japonicum	jap3	2014-03-26	85	14085	65	12	0
japonicum	jap3	2014-04-09	99	14099	69	4	0
japonicum	jap3	2014-04-22	112	14112	71	2	0
japonicum	jap3	2014-06-13	164	14164	58	0	13
japonicum	jap3	2014-07-29	210	14210	56	0	2
japonicum	jap3	2014-08-24	236	14236	56	0	0
japonicum	jap3	2014-09-23	266	14266	55	0	1
japonicum	jap3	2014-10-28	301	14301	54	0	1
japonicum	jap3	2014-11-18	322	14322	51	0	3
japonicum	jap4	2013-05-06	126	13126	26	0	0
japonicum	jap4	2013-06-06	157	13157	26	0	0
japonicum	jap4	2013-07-17	198	13198	24	0	2
japonicum	jap4	2013-08-20	232	13232	24	0	0
japonicum	jap4	2013-09-20	263	13263	24	0	0
japonicum	jap4	2013-10-17	290	13290	24	0	0
japonicum	jap4	2013-11-27	331	13331	22	0	2
japonicum	jap4	2013-12-19	353	13353	19	0	3
japonicum	jap4	2014-01-29	29	14029	13	0	6
japonicum	jap4	2014-02-19	50	14050	13	0	0
japonicum	jap4	2014-03-19	78	14078	35	22	0
japonicum	jap4	2014-03-26	85	14085	34	0	1
japonicum	jap4	2014-04-09	99	14099	34	0	0
japonicum	jap4	2014-04-22	112	14112	36	2	0
japonicum	jap4	2014-06-13	164	14164	30	0	6
japonicum	jap4	2014-07-29	210	14210	28	0	2
japonicum	jap4	2014-08-24	236	14236	28	0	0
japonicum	jap4	2014-09-23	266	14266	28	0	0
japonicum	jap4	2014-10-28	301	14301	28	0	0
japonicum	jap4	2014-11-18	322	14322	27	0	1
luzonicum_farm	luz1	2013-05-02	122	13122	10	0	0
luzonicum_farm	luz1	2013-06-02	153	13153	10	0	0
luzonicum_farm	luz1	2013-07-07	188	13188	10	0	0
luzonicum_farm	luz1	2013-08-09	221	13221	10	0	0
luzonicum_farm	luz1	2013-09-14	257	13257	10	0	0
luzonicum_farm	luz1	2013-10-12	285	13285	10	0	0
luzonicum_farm	luz1	2013-11-09	313	13313	10	0	0
luzonicum_farm	luz1	2013-12-28	362	13362	10	0	0
luzonicum_farm	luz1	2014-03-10	69	14069	29	19	0
luzonicum_farm	luz1	2014-03-22	81	14081	34	5	0
luzonicum_farm	luz1	2014-04-13	103	14103	44	10	0
luzonicum_farm	luz1	2014-04-26	116	14116	44	0	0
luzonicum_farm	luz1	2014-05-17	137	14137	39	0	5
luzonicum_farm	luz1	2014-06-01	152	14152	41	2	0
luzonicum_farm	luz1	2014-06-21	172	14172	41	0	0
luzonicum_farm	luz1	2014-08-17	229	14229	40	0	1
luzonicum_farm	luz1	2014-10-04	277	14277	37	0	3
luzonicum_farm	luz1	2014-11-03	307	14307	36	0	1
luzonicum_farm	luz1	2014-11-22	326	14326	36	0	0
luzonicum_farm	luz1	2014-12-27	361	14361	36	0	0
luzonicum_farm	luz1	2015-02-02	33	15033	18	0	18
luzonicum_farm	luz1	2015-02-28	59	15059	32	4	0
luzonicum_farm	luz1	2015-03-29	88	15088	65	33	0
luzonicum_farm	luz1	2015-04-26	116	15116	65	0	0
luzonicum_farm	luz1	2015-06-02	153	15153	65	0	0
luzonicum_farm	luz2	2013-05-02	122	13122	12	0	0
luzonicum_farm	luz2	2013-06-02	153	13153	16	4	0
luzonicum_farm	luz2	2013-07-07	188	13188	16	0	0
luzonicum_farm	luz2	2013-08-09	221	13221	16	0	0
luzonicum_farm	luz2	2013-09-14	257	13257	16	0	0
luzonicum_farm	luz2	2013-10-12	285	13285	16	0	0
luzonicum_farm	luz2	2013-11-09	313	13313	16	0	0
luzonicum_farm	luz2	2013-12-28	362	13362	0	0	16
luzonicum_farm	luz2	2014-03-10	69	14069	0	0	0
luzonicum_farm	luz2	2014-03-22	81	14081	16	16	0
luzonicum_farm	luz2	2014-04-13	103	14103	16	0	0
luzonicum_farm	luz2	2014-04-26	116	14116	16	0	0
luzonicum_farm	luz2	2014-05-17	137	14137	15	0	1
luzonicum_farm	luz2	2014-06-01	152	14152	15	0	0
luzonicum_farm	luz2	2014-06-21	172	14172	15	0	0
luzonicum_farm	luz2	2014-08-17	229	14229	15	0	0
luzonicum_farm	luz2	2014-10-04	277	14277	12	0	3
luzonicum_farm	luz2	2014-11-03	307	14307	12	0	0
luzonicum_farm	luz2	2014-11-22	326	14326	10	0	2
luzonicum_farm	luz2	2014-12-27	361	14361	5	0	5
luzonicum_farm	luz2	2015-02-02	33	15033	3	0	2
luzonicum_farm	luz2	2015-02-28	59	15059	3	0	0
luzonicum_farm	luz2	2015-03-29	88	15088	20	17	0
luzonicum_farm	luz2	2015-04-26	116	15116	20	0	0
luzonicum_farm	luz2	2015-06-02	153	15153	20	0	0
luzonicum_farm	luz3	2013-05-02	122	13122	21	0	0
luzonicum_farm	luz3	2013-06-02	153	13153	25	4	0
luzonicum_farm	luz3	2013-07-07	188	13188	25	0	0
luzonicum_farm	luz3	2013-08-09	221	13221	25	0	0
luzonicum_farm	luz3	2013-09-14	257	13257	25	0	0
luzonicum_farm	luz3	2013-10-12	285	13285	25	0	0
luzonicum_farm	luz3	2013-11-09	313	13313	25	0	0
luzonicum_farm	luz3	2013-12-28	362	13362	25	0	0
luzonicum_farm	luz3	2014-03-10	69	14069	8	4	21
luzonicum_farm	luz3	2014-03-22	81	14081	27	20	1
luzonicum_farm	luz3	2014-04-13	103	14103	29	9	0
luzonicum_farm	luz3	2014-04-26	116	14116	29	1	1
luzonicum_farm	luz3	2014-05-17	137	14137	28	0	0
luzonicum_farm	luz3	2014-06-01	152	14152	28	0	0
luzonicum_farm	luz3	2014-06-21	172	14172	28	0	0
luzonicum_farm	luz3	2014-08-17	229	14229	24	0	4
luzonicum_farm	luz3	2014-10-04	277	14277	22	0	2
luzonicum_farm	luz3	2014-11-03	307	14307	22	0	0
luzonicum_farm	luz3	2014-11-22	326	14326	22	0	0
luzonicum_farm	luz3	2014-12-27	361	14361	19	0	3
luzonicum_farm	luz3	2015-02-02	33	15033	0	0	19
luzonicum_farm	luz3	2015-02-28	59	15059	0	0	0
luzonicum_farm	luz3	2015-03-29	88	15088	32	32	0
luzonicum_farm	luz3	2015-04-26	116	15116	32	0	0
luzonicum_farm	luz3	2015-06-02	153	15153	32	0	0
luzonicum_farm	luz4	2013-05-02	122	13122	16	0	0
luzonicum_farm	luz4	2013-06-02	153	13153	16	0	0
luzonicum_farm	luz4	2013-07-07	188	13188	16	0	0
luzonicum_farm	luz4	2013-08-09	221	13221	16	0	0
luzonicum_farm	luz4	2013-09-14	257	13257	16	0	0
luzonicum_farm	luz4	2013-10-12	285	13285	16	0	0
luzonicum_farm	luz4	2013-11-09	313	13313	16	0	0
luzonicum_farm	luz4	2013-12-28	362	13362	16	0	0
luzonicum_farm	luz4	2014-03-10	69	14069	0	0	16
luzonicum_farm	luz4	2014-03-22	81	14081	12	12	0
luzonicum_farm	luz4	2014-04-13	103	14103	12	0	0
luzonicum_farm	luz4	2014-04-26	116	14116	12	0	0
luzonicum_farm	luz4	2014-05-17	137	14137	16	4	0
luzonicum_farm	luz4	2014-06-01	152	14152	16	0	0
luzonicum_farm	luz4	2014-06-21	172	14172	16	0	0
luzonicum_farm	luz4	2014-08-17	229	14229	15	0	1
luzonicum_farm	luz4	2014-10-04	277	14277	12	0	3
luzonicum_farm	luz4	2014-11-03	307	14307	10	0	2
luzonicum_farm	luz4	2014-11-22	326	14326	8	0	2
luzonicum_farm	luz4	2014-12-27	361	14361	7	0	1
luzonicum_farm	luz4	2015-02-02	33	15033	7	0	0
luzonicum_farm	luz4	2015-02-28	59	15059	7	0	0
luzonicum_farm	luz4	2015-03-29	88	15088	16	9	0
luzonicum_farm	luz4	2015-04-26	116	15116	16	0	0
luzonicum_farm	luz4	2015-06-02	153	15153	16	0	0
luzonicum_danfeng	luz11	2013-05-30	150	13150	42	0	0
luzonicum_danfeng	luz11	2013-06-06	157	13157	42	0	0
luzonicum_danfeng	luz11	2013-06-13	164	13164	42	0	0
luzonicum_danfeng	luz11	2013-06-20	171	13171	57	15	0
luzonicum_danfeng	luz11	2013-06-27	178	13178	57	0	0
luzonicum_danfeng	luz11	2013-07-04	185	13185	57	0	0
luzonicum_danfeng	luz11	2013-07-11	192	13192	57	0	0
luzonicum_danfeng	luz11	2013-07-18	199	13199	57	0	0
luzonicum_danfeng	luz11	2013-07-25	206	13206	57	0	0
luzonicum_danfeng	luz11	2013-08-01	213	13213	59	2	0
luzonicum_danfeng	luz11	2013-08-08	220	13220	59	0	0
luzonicum_danfeng	luz11	2013-08-15	227	13227	59	0	0
luzonicum_danfeng	luz11	2013-08-22	234	13234	59	0	0
luzonicum_danfeng	luz11	2013-08-29	241	13241	52	0	7
luzonicum_danfeng	luz11	2013-09-05	248	13248	52	0	0
luzonicum_danfeng	luz12	2013-05-30	150	13150	44	0	0
luzonicum_danfeng	luz12	2013-06-06	157	13157	44	0	0
luzonicum_danfeng	luz12	2013-06-13	164	13164	44	0	0
luzonicum_danfeng	luz12	2013-06-20	171	13171	46	2	0
luzonicum_danfeng	luz12	2013-06-27	178	13178	46	0	0
luzonicum_danfeng	luz12	2013-07-04	185	13185	46	0	0
luzonicum_danfeng	luz12	2013-07-11	192	13192	46	0	0
luzonicum_danfeng	luz12	2013-07-18	199	13199	46	0	0
luzonicum_danfeng	luz12	2013-07-25	206	13206	46	0	0
luzonicum_danfeng	luz12	2013-08-01	213	13213	35	0	11
luzonicum_danfeng	luz12	2013-08-08	220	13220	35	0	0
luzonicum_danfeng	luz12	2013-08-15	227	13227	35	0	0
luzonicum_danfeng	luz12	2013-08-22	234	13234	35	0	0
luzonicum_danfeng	luz12	2013-08-29	241	13241	31	0	4
luzonicum_danfeng	luz12	2013-09-05	248	13248	31	0	0
luzonicum_danfeng	luz12	2013-09-12	255	13255	27	0	4
luzonicum_danfeng	luz12	2013-09-19	262	13262	29	2	0
luzonicum_danfeng	luz12	2013-09-26	269	13269	29	0	0
luzonicum_danfeng	luz12	2013-10-03	276	13276	53	24	0
luzonicum_danfeng	luz12	2013-10-10	283	13283	53	0	0
luzonicum_danfeng	luz12	2013-10-17	290	13290	53	0	0
luzonicum_danfeng	luz12	2013-10-24	297	13297	53	0	0
luzonicum_danfeng	luz12	2013-10-31	304	13304	46	0	7
luzonicum_danfeng	luz12	2013-11-07	311	13311	46	0	0
luzonicum_danfeng	luz12	2013-11-14	318	13318	35	0	11
luzonicum_danfeng	luz12	2013-11-21	325	13325	35	0	0
luzonicum_danfeng	luz12	2013-11-28	332	13332	35	0	0
luzonicum_danfeng	luz12	2013-12-05	339	13339	35	0	0
luzonicum_danfeng	luz12	2013-12-12	346	13346	29	0	6
luzonicum_danfeng	luz12	2013-12-19	353	13353	29	0	0
luzonicum_danfeng	luz12	2013-12-26	360	13360	29	0	0
